mu,sigma2
8.363906084889084,2.640209584001626
7.62283887774879,1.8155730334434872
8.0003272980057,5.590505079888383
7.664193472962351,2.2897085951272866
8.152193752032343,1.9518728465535844
7.672784779889754,2.3874725270090558
7.763117076999915,5.651542835755265
7.7100654185969875,2.0981931093885087
7.710725413394046,2.9160182964252863
8.342574192028204,6.3113327181063745
7.758300293489869,3.8914652915273114
8.258566338429315,3.4498346860588027
7.859671247413832,2.7157841398844065
8.197858961967967,2.890767518613466
7.815707221566547,2.139963711312387
8.079674183516053,2.093268851056717
8.427151696220871,5.908839345217342
8.013184614615401,2.6552038047638993
7.852445029216043,2.8621032840511473
8.088352239273714,3.761719386432689
7.554814572425256,2.3273524881325285
7.716170965874985,2.197146909552456
8.771680017151073,4.52855080646499
7.899510936589322,2.7402508545786044
7.340308878260694,2.4412957242937323
8.037178436319836,3.201819872471056
7.974091483143577,2.9967912027188053
8.11582391062718,4.513278588662741
8.561340708876191,4.910377993409455
7.749175112099578,2.0868630981487017
8.75440396489378,3.482407245469595
8.413964355748464,2.1286409986785344
8.114957753533462,1.8796223316477276
7.7278958492537795,6.297613360407516
7.167491022616697,3.9396789840361603
8.30585859954592,4.588493807726941
8.172304157664957,2.299949689454013
8.356757514974412,3.8115027354723527
8.260016983016513,3.776627126885124
8.008249201477103,2.10240412932806
7.964662145582786,2.549500530061484
7.773879581749139,3.230646757213528
7.3311956900827395,2.1966167848890477
7.777940114732816,2.2294587238444312
7.526440518241508,1.9991463549855344
7.687067007112044,2.041269128797996
7.941926506884566,2.4081928763310803
7.693286528366742,1.7712012722388448
8.002571828976107,2.841746101490469
7.6315023881965836,2.0131286275389733
7.61638566482363,3.5325352152347382
8.30870432833573,2.5006789800413465
7.752675640674984,2.4572388772698086
7.242819067918365,3.7868947356101486
8.112600158910919,2.5222469801909133
7.788799190518807,1.807796879657392
8.015760739738298,3.4428484215995847
7.8095824268073795,2.111840074442418
7.2202384365501615,2.1600532992286205
7.676807972718836,3.401601060339638
7.175287013348961,5.0244797384144455
8.002238895454765,4.721658901184071
7.539790841452666,3.5173998475098815
7.496676830587197,3.4930320007713886
7.194774739648726,3.3372720673003973
7.54780392294154,2.644877901561897
7.92003325055924,2.1893516307290746
8.47453624432168,3.2775999027509077
7.884406338328526,2.4335871388355756
7.884448964812602,2.7286831907908105
7.6851701765330604,6.281056554089945
7.08961891844752,4.573845337181817
7.853615641196518,2.5512002698111282
8.178276252662982,3.98530728067231
8.00716821600907,4.43401884871336
7.858512200795349,5.057288057171467
7.250552812913916,2.73833617231293
8.17591899584523,3.8670825184789037
7.780208953370983,2.35541717809552
7.159045417956473,2.344909061813964
7.926279636749098,2.4434344097609038
7.798458200673102,2.574814376176886
7.918208454660295,2.8351041892733058
7.186495573979146,2.556535871261224
7.7457664900305625,2.461314874219664
7.824068926956429,5.191781806518983
8.073436048095857,3.2097081707428257
8.18074030702352,4.214643090768931
8.511605587647944,2.588917464464749
7.752044824011208,3.0767828078472546
7.852342507245149,2.9075025708756375
8.156298118639507,3.8470692588495603
8.008749393872604,4.393538912911348
7.668466467175732,3.3800114431630393
7.894915202472991,2.2018503241596172
7.857896198334938,2.5717555156316685
8.136776309433369,2.437221970163147
8.098802179914005,2.0378658600924493
7.426303017597566,4.197144440700432
7.5768239531884545,1.8566499606287854
8.086105440749824,2.579476300744965
8.117626231980486,4.177807119460447
7.5588300272884075,3.1801856711075827
8.159738351501503,3.9657002469158775
7.998410240409684,2.905938682714127
8.53013166627869,4.571453377057201
7.404437731025107,6.292264645887728
7.87267087198826,2.087397196881037
7.465981262868953,1.8248163890944502
7.898944486890614,1.4642095927082301
8.258371617759831,2.5747810677992717
8.159433102946402,2.755777659593788
8.67277970022812,4.287954694050588
7.976416228179253,3.9459285608959545
7.723008452238522,4.043409068880409
7.856760451233126,3.346667618539248
8.549271093550091,3.1863911314379267
7.2207247014522515,4.3252916661510765
7.861687959018953,2.2512046219934208
8.136889934119473,3.862956835855607
8.469109353056735,3.051592537834849
8.584233242602869,3.8059491692582474
8.983261145969488,4.257390374397895
7.271348492398809,3.6470222646489137
7.97786000542131,3.1225014214914526
8.21468174546578,3.6871260336036835
7.7814907219194325,2.941869314695299
7.815467800460458,2.995664276919151
7.8984029414842425,2.0359670348580297
8.148676947093719,3.2454642747872784
8.131059064068772,3.83325333456141
7.574220176641228,2.9473523883681496
7.778426014811895,5.973261187061044
7.844625046638065,2.6968049838566373
7.9230328839762185,2.67913509956234
8.315023504928568,4.702005778248967
7.899723305513011,4.47403428751665
8.691874560987145,3.3702261465883914
7.650637315055222,2.274797019564378
7.455990312559141,2.533551610677061
7.978829289377066,2.453262132713559
7.813641083317325,2.5907181462774282
7.617596978477247,2.3368850173032936
8.016056284134045,3.5690796298811454
7.600622038507582,2.054734002470882
7.901530673079347,4.387674575413409
8.146158716172316,2.031921022949263
7.7836212274964245,3.5868950986601504
8.343328698268582,5.498912886896654
8.153567110368908,3.1112272443300277
8.13906357940347,4.260141167482448
7.9103405346245195,3.1851532916306358
7.682915118558513,3.089746847342599
8.07057381524988,3.001692004350962
7.622264178744599,2.7129300920387562
8.022382193833119,2.5808030422961705
7.057764239112728,2.7531512338753084
